Precinct Name,Voting District,Type,One Race,White,Black,Native American,Asian,Pacific Islander,Other,Two or more,Hispanic/Latino,18+,,,
Prince George's Precinct 07-015,07-015,Unadj,"1,978",35,"1,909",3,28,0,3,86,75,"1,750",,,
Prince George's Precinct 07-016,07-016,Adj,"1,936",610,"1,173",3,133,0,17,101,247,"1,894",,,
Prince George's Precinct 07-017,07-017,Adj,"1,908",210,"1,570",2,121,0,5,100,122,"1,729",,,
Prince George's Precinct 07-018,07-018,Adj,"1,342",81,"1,123",1,131,0,6,71,37,967,,,
Prince George's Precinct 07-019,07-019,Unadj,273,17,215,5,32,1,3,16,13,233,,,
Prince George's Precinct 07-020,07-020,Unadj,415,134,248,0,28,0,5,13,20,341,,,
Prince George's Precinct 07-021,07-021,Unadj,778,260,467,3,43,0,5,34,42,631,,,
Prince George's Precinct 07-022,07-022,Adj,"5,899",465,"4,936",5,461,3,29,246,280,"4,868",,,
Prince George's Precinct 07-023,07-023,Adj,"2,526",52,"2,432",2,34,0,6,111,49,"1,994",,,
Prince George's Precinct 07-024,07-024,Adj,730,151,522,6,50,0,1,83,58,614,,,
Prince George's Precinct 08-001,08-001,Adj,"1,667",932,693,20,18,0,4,92,152,"1,586",,,
Prince George's Precinct 09-001,09-001,Adj,"4,057",250,"3,614",16,143,0,34,192,633,"4,024",,,
Prince George's Precinct 09-002,09-002,Adj,"1,403",90,"1,242",4,61,0,6,47,158,"1,291",,,
Prince George's Precinct 09-003,09-003,Unadj,"2,300","1,345",753,22,152,14,14,231,471,"2,162",,,
Prince George's Precinct 09-004,09-004,Adj,"2,476",225,"2,184",14,39,2,12,95,265,"2,314",,,
Prince George's Precinct 09-005,09-005,Adj,"2,954",193,"2,648",3,92,0,18,90,708,"2,989",,,
Prince George's Precinct 09-006,09-006,Adj,"3,746",221,"3,405",16,76,2,26,86,399,"3,520",,,
Prince George's Precinct 09-007,09-007,Adj,"4,211",173,"3,864",9,127,0,38,157,324,"3,702",,,
Prince George's Precinct 09-008,09-008,Adj,"6,314",311,"5,785",7,170,0,41,225,518,"5,686",,,
Prince George's Precinct 09-009,09-009,Adj,"1,614",373,"1,174",6,32,0,29,75,593,"1,728",,,
Prince George's Precinct 09-010,09-010,Adj,"2,661",278,"2,224",11,122,0,26,83,491,"2,590",,,
Prince George's Precinct 09-011,09-011,Adj,"4,375",357,"3,848",23,118,0,29,186,765,"4,237",,,
Prince George's Precinct 09-012,09-012,Adj,224,29,191,0,4,0,0,8,128,277,,,
Prince George's Precinct 09-013,09-013,Adj,"2,589",176,"2,331",12,51,2,17,101,437,"2,543",,,
Prince George's Precinct 09-014,09-014,Unadj,12,0,10,0,2,0,0,2,2,12,,,
Prince George's Precinct 09-015,09-015,Unadj,15,10,5,0,0,0,0,1,7,12,,,
Prince George's Precinct 10-001,10-001,Adj,"2,433",365,"1,792",7,255,0,14,107,633,"2,559",,,
Prince George's Precinct 10-002,10-002,Adj,"4,786","1,279","3,075",9,360,3,60,285,"1,782","5,258",,,
Prince George's Precinct 10-003,10-003,Adj,"2,460","1,040","1,198",13,169,0,40,131,"1,057","2,897",,,
Prince George's Precinct 10-004,10-004,Adj,"3,937",615,"2,996",18,243,2,63,168,901,"3,967",,,
Prince George's Precinct 10-005,10-005,Adj,"3,849","2,341","1,051",5,426,0,26,285,754,"3,871",,,
Prince George's Precinct 10-006,10-006,Adj,"5,240",798,"3,805",4,579,0,54,251,"1,146","5,203",,,
Prince George's Precinct 10-007,10-007,Adj,"2,600",554,"1,912",8,104,0,22,146,681,"2,543",,,
Prince George's Precinct 10-008,10-008,Adj,"2,614",624,"1,880",5,87,1,17,127,874,"2,685",,,
Prince George's Precinct 10-009,10-009,Adj,"4,232",745,"3,162",12,271,2,40,169,"2,243","4,894",,,
Prince George's Precinct 10-010,10-010,Adj,"1,983",430,"1,336",10,196,0,11,125,412,"1,979",,,
Prince George's Precinct 10-011,10-011,Adj,"2,988",435,"2,295",17,221,1,19,127,350,"2,553",,,
Prince George's Precinct 10-012,10-012,Adj,"6,532","1,148","4,090",8,"1,209",12,65,311,"1,244","6,552",,,
Prince George's Precinct 10-013,10-013,Adj,"6,017","1,297","3,829",20,807,3,61,288,"1,192","6,039",,,
Prince George's Precinct 10-014,10-014,Adj,"1,976",91,"1,824",3,44,0,14,60,425,"1,647",,,
Prince George's Precinct 11-001,11-001,Adj,"3,390",496,"2,790",25,64,2,13,174,320,"3,082",,,
Prince George's Precinct 11-002,11-002,Adj,"3,535",420,"3,052",3,45,0,15,162,171,"3,063",,,
Prince George's Precinct 11-003,11-003,Adj,"3,977",279,"3,571",11,80,4,32,146,261,"3,482",,,
Prince George's Precinct 11-004,11-004,Adj,"6,835",851,"5,731",39,173,2,39,365,553,"5,893",,,
Prince George's Precinct 11-005,11-005,Adj,543,67,460,0,14,0,2,31,43,503,,,
Prince George's Precinct 12-001,12-001,Adj,"2,013",209,"1,344",2,423,4,31,107,"1,458","2,694",,,
Prince George's Precinct 12-002,12-002,Adj,"1,786",106,"1,571",4,80,7,18,66,850,"2,118",,,
Prince George's Precinct 12-003,12-003,Adj,"3,235",87,"3,055",25,54,0,14,107,605,"3,079",,,
Prince George's Precinct 12-004,12-004,Adj,"4,661",147,"4,342",12,122,4,34,151,"1,793","5,047",,,
Prince George's Precinct 12-005,12-005,Adj,"3,346",303,"2,554",6,444,4,35,140,995,"3,577",,,
Prince George's Precinct 12-006,12-006,Adj,"4,912",61,"4,758",11,52,4,26,125,482,"4,332",,,
Prince George's Precinct 12-007,12-007,Adj,"3,243",129,"3,041",12,49,0,12,89,422,"2,820",,,
Prince George's Precinct 12-008,12-008,Adj,"2,128",134,"1,887",8,93,0,6,72,663,"2,324",,,
Prince George's Precinct 12-009,12-009,Adj,"4,993",115,"4,794",16,32,0,36,152,"1,970","5,158",,,
Prince George's Precinct 12-010,12-010,Adj,"4,792",858,"3,244",6,624,5,55,224,849,"4,962",,,
Prince George's Precinct 12-011,12-011,Adj,"4,499",240,"3,927",26,282,7,17,172,870,"4,473",,,
Prince George's Precinct 12-012,12-012,Adj,"3,542",153,"3,210",13,160,2,4,108,557,"3,361",,,
Prince George's Precinct 12-013,12-013,Adj,"4,291",68,"4,151",12,30,0,30,105,378,"3,783",,,
Prince George's Precinct 12-014,12-014,Unadj,"2,431",277,"1,761",5,367,0,21,96,511,"2,484",,,
Prince George's Precinct 12-015,12-015,Adj,"3,093",130,"2,813",8,101,0,41,90,540,"2,989",,,
Prince George's Precinct 12-016,12-016,Adj,"3,535",144,"3,328",2,48,1,12,110,350,"3,003",,,
Prince George's Precinct 12-017,12-017,Adj,578,31,534,3,4,0,6,24,88,561,,,
Prince George's Precinct 12-018,12-018,Adj,465,49,384,0,26,2,4,16,181,537,,,
Prince George's Precinct 13-001,13-001,Unadj,619,11,604,0,4,0,0,24,231,672,,,
Prince George's Precinct 13-002,13-002,Adj,"3,212",90,"3,025",6,44,2,45,133,"1,183","3,482",,,
Prince George's Precinct 13-003,13-003,Adj,"1,902",20,"1,845",4,23,0,10,89,368,"1,782",,,
Prince George's Precinct 13-004,13-004,Adj,"2,017",71,"1,913",2,24,0,7,63,79,"1,750",,,
Prince George's Precinct 13-005,13-005,Adj,"3,830",554,"3,167",9,89,1,10,120,215,"3,448",,,
Prince George's Precinct 13-006,13-006,Adj,"3,193",59,"3,065",12,46,0,11,132,137,"2,830",,,
Prince George's Precinct 13-007,13-007,Adj,"8,069",163,"7,761",25,58,1,61,226,357,"6,646",,,
Prince George's Precinct 13-008,13-008,Adj,"2,035",82,"1,770",5,152,4,22,164,931,"2,140",,,
Prince George's Precinct 13-009,13-009,Adj,"3,841",91,"3,631",6,85,1,27,156,237,"3,414",,,
Prince George's Precinct 13-010,13-010,Adj,"6,638",211,"6,258",14,101,0,54,262,297,"6,066",,,
Prince George's Precinct 13-011,13-011,Adj,"3,369",57,"3,224",9,61,1,17,86,96,"2,812",,,
Prince George's Precinct 13-012,13-012,Adj,"3,803",81,"3,566",5,116,1,34,152,195,"3,349",,,
Prince George's Precinct 13-013,13-013,Adj,"2,254",65,"2,139",7,36,0,7,85,108,"2,009",,,
Prince George's Precinct 13-014,13-014,Adj,"5,596",120,"5,252",5,189,2,28,219,354,"4,656",,,
Prince George's Precinct 13-015,13-015,Adj,"4,081",300,"3,584",2,174,0,21,183,300,"3,730",,,
Prince George's Precinct 13-016,13-016,Adj,"3,696",82,"3,541",6,52,0,15,134,340,"3,353",,,
Prince George's Precinct 13-017,13-017,Adj,"1,933",53,"1,828",7,24,0,21,64,"1,145","2,353",,,
Prince George's Precinct 13-018,13-018,Adj,"1,854",43,"1,786",0,10,0,15,55,412,"1,741",,,
Prince George's Precinct 13-019,13-019,Unadj,182,5,163,2,12,0,0,4,39,166,,,
Prince George's Precinct 13-020,13-020,Adj,832,12,807,4,7,0,2,26,168,727,,,
Prince George's Precinct 13-021,13-021,Adj,"2,058",56,"1,896",1,93,0,12,70,87,"1,694",,,
Prince George's Precinct 13-022,13-022,Adj,"1,375",11,"1,360",0,2,0,2,29,54,"1,023",,,
Prince George's Precinct 13-023,13-023,Adj,787,13,758,0,15,0,1,10,19,641,,,
Prince George's Precinct 13-024,13-024,Adj,"1,265",11,"1,230",4,18,0,2,19,18,"1,003",,,
Prince George's Precinct 13-025,13-025,Adj,382,1,352,3,21,0,5,6,90,376,,,
Prince George's Precinct 13-099,13-099,Unadj,0,0,0,0,0,0,0,0,0,0,,,
Prince George's Precinct 14-001,14-001,Adj,"2,959",922,"1,843",2,166,0,26,117,364,"2,767",,,
Prince George's Precinct 14-002,14-002,Adj,"6,352",351,"5,536",10,432,3,20,211,866,"5,462",,,
Prince George's Precinct 14-003,14-003,Adj,"2,452","1,405",885,1,142,2,17,202,385,"2,387",,,
Prince George's Precinct 14-004,14-004,Adj,"2,256","1,347",745,2,138,0,24,157,366,"2,147",,,
Prince George's Precinct 14-005,14-005,Adj,"1,790","1,114",551,6,103,5,11,173,317,"1,779",,,
Prince George's Precinct 14-006,14-006,Adj,"1,611","1,040",429,5,116,2,19,104,250,"1,593",,,
Prince George's Precinct 14-007,14-007,Adj,"2,934",529,"2,194",0,195,0,16,107,365,"2,710",,,
Prince George's Precinct 14-008,14-008,Adj,"3,257",322,"2,496",4,403,0,32,118,494,"2,941",,,
Prince George's Precinct 14-009,14-009,Adj,"3,874",863,"2,697",9,281,0,24,177,534,"3,562",,,
Prince George's Precinct 14-010,14-010,Adj,"1,729",371,"1,251",0,95,0,12,109,173,"1,578",,,
Prince George's Precinct 14-011,14-011,Unadj,"2,000",410,"1,528",0,54,3,5,56,83,"1,950",,,
Prince George's Precinct 14-012,14-012,Unadj,"2,799",714,"1,705",4,366,0,10,97,276,"2,581",,,
Prince George's Precinct 14-013,14-013,Adj,"1,459",332,"1,006",4,94,1,22,80,77,"1,214",,,
Prince George's Precinct 14-014,14-014,Unadj,12,3,9,0,0,0,0,2,13,15,,,
Prince George's Precinct 14-015,14-015,Adj,615,118,461,4,24,0,8,12,119,600,,,
Prince George's Precinct 14-016,14-016,Unadj,540,61,457,0,19,1,2,14,31,516,,,
Prince George's Precinct 14-017,14-017,Unadj,20,3,11,0,1,0,5,6,11,30,,,
Prince George's Precinct 15-001,15-001,Adj,"4,494",465,"3,931",15,42,0,41,186,215,"3,874",,,
Prince George's Precinct 15-002,15-002,Adj,"4,982",318,"4,489",12,113,0,50,196,859,"4,678",,,
Prince George's Precinct 15-003,15-003,Adj,"2,778",171,"2,524",1,49,7,26,101,202,"2,469",,,
Prince George's Precinct 15-004,15-004,Adj,"4,738",367,"4,269",23,51,0,28,170,179,"3,938",,,
Prince George's Precinct 15-005,15-005,Adj,"9,269",409,"8,670",16,130,7,37,384,561,"8,086",,,
Prince George's Precinct 15-006,15-006,Adj,"3,658",422,"3,116",18,60,2,40,190,378,"3,384",,,
Prince George's Precinct 16-001,16-001,Adj,595,178,388,1,10,2,16,59,960,"1,167",,,
Prince George's Precinct 16-002,16-002,Adj,885,463,372,6,36,0,8,52,301,956,,,
Prince George's Precinct 16-003,16-003,Adj,"5,020","2,632","2,100",21,198,4,65,330,"1,839","5,665",,,
Prince George's Precinct 16-004,16-004,Adj,"2,513",692,"1,578",18,172,0,53,164,"4,143","5,141",,,
Prince George's Precinct 16-005,16-005,Unadj,98,46,41,2,7,0,2,9,105,161,,,
Prince George's Precinct 16-098,16-098,Unadj,0,0,0,0,0,0,0,0,0,0,,,
Prince George's Precinct 16-099,16-099,Unadj,0,0,0,0,0,0,0,0,0,0,,,
Prince George's Precinct 17-001,17-001,Adj,"3,506","1,172","2,152",3,142,4,33,250,"1,312","4,169",,,
Prince George's Precinct 17-002,17-002,Adj,"1,836",567,"1,134",10,95,2,28,122,"1,624","2,799",,,
Prince George's Precinct 17-003,17-003,Adj,"1,901",257,"1,289",25,241,7,82,107,"13,935","11,158",,,
Prince George's Precinct 17-004,17-004,Adj,"3,200",241,"2,835",7,71,5,41,127,"3,030","4,807",,,
Prince George's Precinct 17-005,17-005,Adj,932,217,615,5,86,0,9,88,"1,471","1,918",,,
Prince George's Precinct 17-006,17-006,Adj,"1,251",141,"1,021",1,60,0,28,55,"3,164","3,216",,,
Prince George's Precinct 17-007,17-007,Adj,"4,127",265,"3,708",7,100,3,44,197,"2,893","5,698",,,
Prince George's Precinct 17-008,17-008,Adj,"2,297",451,"1,623",4,183,2,34,160,343,"2,514",,,
Prince George's Precinct 17-009,17-009,Adj,"1,216",322,633,10,224,0,27,91,"2,249","2,788",,,
Prince George's Precinct 17-010,17-010,Adj,"2,512",224,"2,002",5,226,0,55,107,"7,242","7,328",,,
Prince George's Precinct 17-011,17-011,Adj,"4,294",170,"3,947",17,116,1,43,115,"3,722","6,152",,,
Prince George's Precinct 17-012,17-012,Adj,"3,850",412,"3,096",5,301,2,34,118,"4,537","6,328",,,
Prince George's Precinct 17-013,17-013,Adj,462,55,335,6,52,3,11,24,"1,489","1,379",,,
Prince George's Precinct 17-014,17-014,Adj,"4,235",598,"2,771",17,786,4,59,181,"2,065","5,095",,,
Prince George's Precinct 17-015,17-015,Adj,363,107,226,0,30,0,0,15,50,392,,,
Prince George's Precinct 18-001,18-001,Adj,"3,494",72,"3,367",18,14,0,23,92,588,"3,273",,,
Prince George's Precinct 18-002,18-002,Adj,"2,089",46,"1,990",0,26,0,27,86,546,"2,092",,,
Prince George's Precinct 18-003,18-003,Adj,"1,776",17,"1,739",1,9,0,10,35,263,"1,574",,,
Prince George's Precinct 18-004,18-004,Adj,"2,801",56,"2,694",5,28,2,16,77,397,"2,481",,,
Prince George's Precinct 18-005,18-005,Adj,"1,596",42,"1,530",6,12,3,3,80,522,"1,712",,,
Prince George's Precinct 18-006,18-006,Adj,"4,816",62,"4,721",11,10,0,12,116,277,"3,974",,,
Prince George's Precinct 18-007,18-007,Adj,"3,219",73,"3,095",10,27,2,12,92,548,"2,881",,,
Prince George's Precinct 18-008,18-008,Adj,"2,001",23,"1,952",5,15,0,6,65,233,"1,792",,,
Prince George's Precinct 18-009,18-009,Adj,"2,610",130,"2,423",6,37,4,10,100,440,"2,558",,,
Prince George's Precinct 18-010,18-010,Adj,"1,205",13,"1,183",4,1,0,4,27,197,"1,127",,,
Prince George's Precinct 18-011,18-011,Adj,"2,442",49,"2,364",4,14,1,10,75,628,"2,423",,,
Prince George's Precinct 18-012,18-012,Unadj,142,13,124,0,5,0,0,6,33,152,,,
Prince George's Precinct 18-013,18-013,Adj,"1,042",17,994,0,29,0,2,37,299,"1,049",,,
Prince George's Precinct 18-014,18-014,Adj,242,12,220,0,4,0,6,10,63,246,,,
Prince George's Precinct 18-015,18-015,Adj,108,0,108,0,0,0,0,9,53,115,,,
Prince George's Precinct 18-016,18-016,Unadj,19,0,18,0,0,0,1,5,5,24,,,
Prince George's Precinct 18-099,18-099,Unadj,13,0,10,0,3,0,0,0,3,7,,,
Prince George's Precinct 19-001,19-001,Adj,"2,846","1,186","1,277",6,326,0,51,163,"4,010","5,112",,,
Prince George's Precinct 19-002,19-002,Adj,"3,622",517,"2,120",7,939,0,39,254,"3,074","4,858",,,
Prince George's Precinct 19-003,19-003,Unadj,"2,010","1,605",246,3,143,0,13,144,284,"1,948",,,
Prince George's Precinct 19-004,19-004,Adj,"1,220",156,961,4,54,0,45,80,"3,643","3,371",,,
Prince George's Precinct 19-005,19-005,Unadj,2,0,0,0,2,0,0,2,0,4,,,
Prince George's Precinct 19-098,19-098,Unadj,0,0,0,0,0,0,0,0,0,0,,,
Prince George's Precinct 19-099,19-099,Unadj,0,0,0,0,0,0,0,0,0,0,,,
Prince George's Precinct 20-001,20-001,Adj,"2,802",405,"2,167",5,180,1,44,116,"2,156","3,897",,,
Prince George's Precinct 20-002,20-002,Adj,"1,215",210,937,10,47,0,11,61,631,"1,495",,,
Prince George's Precinct 20-003,20-003,Adj,"2,180",16,"2,091",4,54,0,15,57,236,"1,966",,,
Prince George's Precinct 20-004,20-004,Adj,"1,540",174,"1,239",5,102,0,20,56,"1,379","2,236",,,
Prince George's Precinct 20-005,20-005,Adj,"1,875",311,"1,375",2,161,1,25,63,"1,954","2,953",,,
Prince George's Precinct 20-006,20-006,Adj,"2,005",225,"1,624",6,124,4,22,92,"1,436","2,683",,,
Prince George's Precinct 20-007,20-007,Adj,"1,446",22,"1,413",1,6,0,4,67,558,"1,516",,,
Prince George's Precinct 20-008,20-008,Adj,"1,140",21,"1,085",0,33,0,1,23,286,"1,175",,,
Prince George's Precinct 20-009,20-009,Adj,"1,715",322,"1,339",5,42,0,7,59,434,"1,672",,,
Prince George's Precinct 20-010,20-010,Adj,842,123,653,1,58,0,7,40,538,"1,060",,,
Prince George's Precinct 20-011,20-011,Adj,"2,505",103,"2,295",12,77,0,18,55,"1,475","2,911",,,
Prince George's Precinct 20-012,20-012,Adj,"2,984",65,"2,831",13,40,0,35,92,640,"2,755",,,
Prince George's Precinct 20-013,20-013,Unadj,"1,260",34,"1,152",1,61,0,12,39,229,"1,145",,,
Prince George's Precinct 20-014,20-014,Adj,249,28,197,2,10,0,12,13,289,407,,,
Prince George's Precinct 20-015,20-015,Unadj,318,8,296,0,14,0,0,6,27,267,,,
Prince George's Precinct 20-016,20-016,Adj,455,30,380,0,34,0,11,33,98,441,,,
Prince George's Precinct 20-017,20-017,Unadj,1,0,1,0,0,0,0,7,14,18,,,
Prince George's Precinct 20-018,20-018,Adj,"3,050",73,"2,717",7,238,0,15,99,620,"2,527",,,
Prince George's Precinct 20-019,20-019,Adj,"1,774",226,"1,425",0,117,0,6,95,812,"2,032",,,
Prince George's Precinct 20-020,20-020,Adj,295,9,255,0,24,0,7,23,58,304,,,
Prince George's Precinct 20-021,20-021,Adj,"1,121",263,720,1,118,0,19,53,"1,261","1,786",,,
Prince George's Precinct 20-097,20-097,Unadj,16,0,16,0,0,0,0,2,2,15,,,
Prince George's Precinct 20-098,20-098,Unadj,0,0,0,0,0,0,0,0,0,0,,,
Prince George's Precinct 20-099,20-099,Unadj,0,0,0,0,0,0,0,0,0,0,,,
Prince George's Precinct 21-001,21-001,Adj,"6,527","3,491","1,374",13,"1,582",1,66,326,"1,121","7,289",,,
Prince George's Precinct 21-002,21-002,Unadj,"5,291","4,123",446,12,686,0,24,273,476,"5,696",,,
Prince George's Precinct 21-003,21-003,Unadj,"3,703","1,851","1,518",7,288,0,39,163,382,"3,550",,,
Prince George's Precinct 21-004,21-004,Adj,"3,318","1,131","1,160",6,973,0,48,218,"1,315","3,890",,,
Prince George's Precinct 21-005,21-005,Adj,"1,903",303,"1,252",13,305,0,30,78,"2,098","3,123",,,
Prince George's Precinct 21-006,21-006,Adj,"2,652","1,891",409,2,312,2,36,218,284,"2,602",,,
Prince George's Precinct 21-007,21-007,Unadj,"1,982","1,279",402,4,266,1,30,163,"1,200","2,569",,,
Prince George's Precinct 21-008,21-008,Adj,"6,446",570,"4,912",28,881,4,51,308,"2,955","6,923",,,
Prince George's Precinct 21-009,21-009,Adj,"1,292",437,506,2,342,0,5,61,137,"1,340",,,
Prince George's Precinct 21-010,21-010,Adj,"2,100","1,191",487,14,382,3,23,213,"1,536","3,058",,,
Prince George's Precinct 21-011,21-011,Adj,"3,649",365,"3,027",1,244,0,12,180,743,"3,415",,,
Prince George's Precinct 21-012,21-012,Unadj,955,641,108,0,204,0,2,53,85,929,,,
Prince George's Precinct 21-013,21-013,Adj,"3,869",443,"3,039",4,347,0,36,180,401,"3,515",,,
Prince George's Precinct 21-014,21-014,Unadj,"1,147",376,569,2,189,1,10,51,"1,222","1,916",,,
Prince George's Precinct 21-015,21-015,Adj,"2,157",894,664,1,580,0,18,95,513,"2,473",,,
Prince George's Precinct 21-016,21-016,Adj,"1,740",240,"1,336",4,149,2,9,92,755,"2,019",,,
Prince George's Precinct 21-017,21-017,Unadj,"8,277","5,292",965,6,"1,993",0,21,417,443,"9,104",,,
Prince George's Precinct 21-018,21-018,Adj,"3,602",467,"2,571",8,519,4,33,156,358,"3,381",,,
Prince George's Precinct 21-019,21-019,Unadj,44,31,5,0,8,0,0,8,6,50,,,
Prince George's Precinct 21-091,21-091,Unadj,0,0,0,0,0,0,0,0,0,0,,,
Prince George's Precinct 21-092,21-092,Unadj,0,0,0,0,0,0,0,0,0,0,,,
Prince George's Precinct 21-094,21-094,Unadj,0,0,0,0,0,0,0,0,0,0,,,
Prince George's Precinct 21-095,21-095,Unadj,0,0,0,0,0,0,0,0,0,0,,,
Prince George's Precinct 21-096,21-096,Unadj,0,0,0,0,0,0,0,0,0,0,,,
Prince George's Precinct 21-097,21-097,Unadj,0,0,0,0,0,0,0,0,0,0,,,
Prince George's Precinct 21-098,21-098,Unadj,0,0,0,0,0,0,0,0,0,0,,,
Prince George's Precinct 21-099,21-099,Unadj,0,0,0,0,0,0,0,0,0,0,,,
Queen Anne's Precinct 01-001,01-001,Adj,"2,096","1,953",128,1,7,3,4,69,440,"1,959",,,
Queen Anne's Precinct 02-001,02-001,Adj,"4,222","3,836",321,3,37,0,25,224,242,"3,582",,,
Queen Anne's Precinct 03-002,03-002,Adj,"8,273","7,467",684,9,90,2,21,290,305,"6,930",,,
Queen Anne's Precinct 04-001,04-001,Adj,"3,343","3,194",91,3,36,2,17,149,111,"2,781",,,
Queen Anne's Precinct 04-002,04-002,Adj,"6,695","6,186",342,9,133,2,23,300,353,"5,987",,,
Queen Anne's Precinct 04-003,04-003,Adj,"5,180","4,939",110,4,104,0,23,249,186,"4,394",,,
Queen Anne's Precinct 04-006,04-006,Adj,"2,739","2,650",28,5,44,0,12,100,64,"2,358",,,
Queen Anne's Precinct 05-001,05-001,Adj,"2,198","1,997",160,4,26,0,11,94,196,"1,989",,,
Queen Anne's Precinct 05-002,05-002,Adj,"5,754","5,126",493,15,87,2,31,236,378,"4,969",,,
Queen Anne's Precinct 06-001,06-001,Adj,"2,235","2,128",81,1,16,0,9,105,76,"1,778",,,
Queen Anne's Precinct 07-001,07-001,Adj,"2,635","2,326",280,8,8,0,13,112,185,"2,341",,,
St. Mary's Precinct 01-001,01-001,Adj,"3,609","3,103",395,10,85,3,13,224,191,"3,448",,,
St. Mary's Precinct 01-002,01-002,Adj,"2,137","1,878",212,1,32,6,8,146,95,"1,901",,,
St. Mary's Precinct 02-001,02-001,Adj,"2,857","2,534",234,15,65,1,8,186,142,"2,472",,,
St. Mary's Precinct 02-002,02-002,Adj,"1,779","1,590",125,4,48,5,7,95,85,"1,591",,,
St. Mary's Precinct 02-003,02-003,Adj,987,912,53,0,18,0,4,42,21,869,,,
St. Mary's Precinct 02-004,02-004,Unadj,960,795,117,3,39,0,6,75,47,773,,,
St. Mary's Precinct 03-001,03-001,Adj,"4,029","3,304",530,16,147,4,28,310,247,"3,285",,,
St. Mary's Precinct 03-002,03-002,Adj,"3,264","2,711",503,7,30,3,10,140,124,"2,600",,,
St. Mary's Precinct 03-003,03-003,Adj,"2,331","2,152",107,3,46,1,22,93,100,"1,928",,,
St. Mary's Precinct 03-004,03-004,Unadj,"2,087","1,932",37,1,110,0,7,105,84,"1,834",,,
St. Mary's Precinct 03-005,03-005,Adj,"3,044","2,654",234,9,112,1,34,180,150,"2,385",,,
St. Mary's Precinct 03-006,03-006,Adj,"2,400","1,956",230,0,198,0,16,174,158,"1,876",,,
St. Mary's Precinct 04-001,04-001,Adj,"3,833","3,458",301,8,43,0,23,203,171,"3,110",,,
St. Mary's Precinct 04-002,04-002,Adj,"2,616","2,335",239,10,13,2,17,161,84,"2,144",,,
St. Mary's Precinct 04-003,04-003,Adj,"3,284","2,872",384,13,11,0,4,194,82,"2,769",,,
St. Mary's Precinct 05-001,05-001,Adj,"4,601","4,157",352,24,56,1,11,217,165,"3,577",,,
St. Mary's Precinct 05-002,05-002,Adj,"3,721","3,237",421,12,32,4,15,217,109,"3,243",,,
St. Mary's Precinct 05-003,05-003,Adj,"3,228","3,069",115,16,22,2,4,237,84,"2,753",,,
St. Mary's Precinct 06-001,06-001,Adj,"1,994","1,836",97,18,33,1,9,81,43,"1,675",,,
St. Mary's Precinct 06-002,06-002,Adj,"2,801","2,610",138,1,37,0,15,155,70,"2,423",,,
St. Mary's Precinct 06-003,06-003,Adj,"4,092","3,740",171,8,150,0,23,291,184,"3,451",,,
St. Mary's Precinct 06-004,06-004,Adj,"2,992","2,616",347,2,11,7,9,134,80,"2,383",,,
St. Mary's Precinct 07-001,07-001,Adj,"3,125","2,687",389,10,24,0,15,140,41,"2,667",,,
St. Mary's Precinct 08-001,08-001,Adj,"4,334","2,302","1,754",16,237,1,24,351,620,"4,032",,,
St. Mary's Precinct 08-002,08-002,Adj,"2,036","1,754",184,9,78,0,11,172,148,"1,832",,,
St. Mary's Precinct 08-003,08-003,Adj,"4,132","2,677","1,118",11,288,14,24,391,482,"3,698",,,
St. Mary's Precinct 08-004,08-004,Adj,"4,473","2,864","1,241",28,301,9,30,441,430,"4,073",,,
St. Mary's Precinct 08-005,08-005,Adj,"3,236","2,741",292,13,153,6,31,244,296,"2,724",,,
St. Mary's Precinct 08-006,08-006,Adj,"1,653","1,404",146,2,91,0,10,119,108,"1,484",,,
St. Mary's Precinct 08-007,08-007,Adj,"3,447","1,620","1,526",4,276,5,16,289,283,"3,014",,,
St. Mary's Precinct 08-008,08-008,Adj,"1,102",884,152,4,61,0,1,45,54,"1,056",,,
St. Mary's Precinct 08-009,08-009,Adj,"4,986","2,075","2,591",30,238,5,47,445,"1,019","4,593",,,
St. Mary's Precinct 08-010,08-010,Adj,"1,323",768,494,3,51,0,7,105,123,"1,159",,,
St. Mary's Precinct 08-011,08-011,Adj,"3,286","2,291",821,6,146,5,17,330,406,"3,028",,,
St. Mary's Precinct 08-012,08-012,Unadj,610,568,23,0,12,0,7,30,16,492,,,
St. Mary's Precinct 09-001,09-001,Unadj,255,223,23,1,7,0,1,5,5,209,,,
Somerset Precinct 01-001,01-001,Adj,"1,141",594,524,9,12,0,2,53,58,943,,,
Somerset Precinct 01-002,01-002,Adj,"2,472","1,275","1,162",2,24,0,9,101,138,"2,200",,,
Somerset Precinct 01-003,01-003,Adj,877,254,593,6,19,0,5,31,34,697,,,
Somerset Precinct 02-001,02-001,Adj,456,385,66,2,3,0,0,19,16,399,,,
Somerset Precinct 03-001,03-001,Adj,"1,256","1,023",202,5,18,0,8,61,105,"1,147",,,
Somerset Precinct 04-001,04-001,Adj,968,767,158,5,35,0,3,47,38,876,,,
Somerset Precinct 05-001,05-001,Adj,846,708,128,1,9,0,0,32,1,733,,,
Somerset Precinct 06-001,06-001,Adj,513,426,82,0,2,0,3,21,22,468,,,
Somerset Precinct 07-001,07-001,Adj,"2,286","1,429",816,2,30,0,9,101,160,"1,912",,,
Somerset Precinct 08-001,08-001,Adj,"1,582","1,411",150,8,10,0,3,51,69,"1,388",,,
